sample,signal,definition,horizon,periods,pairs,mean_ic,median_ic,ic_std,hit_rate,hac_t_stat,pvalue,fdr_qvalue,fdr_reject_10pct
native,beta_high,market beta over 252 days,6m,0,0,,,,,0.0,1.0,1.0,False
native,beta_high,market beta over 252 days,12m,0,0,,,,,0.0,1.0,1.0,False
native,beta_low,-market beta over 252 days,1m,0,0,,,,,0.0,1.0,1.0,False
native,beta_low,-market beta over 252 days,3m,0,0,,,,,0.0,1.0,1.0,False
native,beta_low,-market beta over 252 days,6m,0,0,,,,,0.0,1.0,1.0,False
native,beta_low,-market beta over 252 days,12m,0,0,,,,,0.0,1.0,1.0,False
native,low_total_volatility,-annualized realized volatility,1m,0,0,,,,,0.0,1.0,1.0,False
native,low_total_volatility,-annualized realized volatility,3m,0,0,,,,,0.0,1.0,1.0,False
native,low_total_volatility,-annualized realized volatility,6m,0,0,,,,,0.0,1.0,1.0,False
native,low_total_volatility,-annualized realized volatility,12m,0,0,,,,,0.0,1.0,1.0,False
native,low_idio_volatility,-market-model residual volatility,1m,0,0,,,,,0.0,1.0,1.0,False
native,low_idio_volatility,-market-model residual volatility,3m,0,0,,,,,0.0,1.0,1.0,False
native,low_idio_volatility,-market-model residual volatility,6m,0,0,,,,,0.0,1.0,1.0,False
native,low_idio_volatility,-market-model residual volatility,12m,0,0,,,,,0.0,1.0,1.0,False
