method,fold,fwd_horizon,threshold_strong_sell,threshold_sell,threshold_buy,threshold_strong_buy,metadata
isotonic_calibrated,0,15,-99.0,-50.0,-36.796097,-30.0,"{""increasing"": true, ""x_thresholds"": [-100.0, -75.0, -66.66666666666667, -50.0, -25.0, 0.0, 25.0], ""y_thresholds"": [-0.02108813152367091, -0.014747657508067514, -0.010293526449665347, -0.007654392930455167, -0.005426562322090746, -0.005426562322090746, -0.005056969961293167]}"
topsis_category,0,15,-80.0,30.0,50.0,60.0,"{""criteria"": [[0.0, 0.0, 0.0, 0.0, 0.9916666666666667], [0.09166703078684453, 1.1056023464540436, 0.000663651073876231, 0.0, 0.9583333333333334], [0.0, 0.0, 0.0, 0.0, 0.0], [0.21057241452180794, 1.4067012951927953, 0.012464398064792893, 1.0, 0.9083333333333333]], ""criteria_weights"": ""equal""}"
topsis_action,0,15,-50.0,-15.0,15.0,50.0,"{""bucket_action_stats"": {""buy"": {""buy"": {""hit_rate"": 0.2, ""mean_utility"": -0.006056969961293167, ""n"": 5.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 5.0}, ""sell"": {""hit_rate"": 0.4, ""mean_utility"": 0.004056969961293167, ""n"": 5.0}, ""strong_buy"": {""hit_rate"": 0.2, ""mean_utility"": -0.006056969961293167, ""n"": 5.0}, ""strong_sell"": {""hit_rate"": 0.4, ""mean_utility"": 0.004056969961293167, ""n"": 5.0}}, ""hold"": {""buy"": {""hit_rate"": 0.0, ""mean_utility"": -0.04231691300179097, ""n"": 2.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 2.0}, ""sell"": {""hit_rate"": 1.0, ""mean_utility"": 0.040316913001790966, ""n"": 2.0}, ""strong_buy"": {""hit_rate"": 0.0, ""mean_utility"": -0.04231691300179097, ""n"": 2.0}, ""strong_sell"": {""hit_rate"": 1.0, ""mean_utility"": 0.040316913001790966, ""n"": 2.0}}, ""sell"": {""buy"": {""hit_rate"": 0.39622641509433965, ""mean_utility"": -0.005240347625374846, ""n"": 53.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 53.0}, ""sell"": {""hit_rate"": 0.5660377358490566, ""mean_utility"": 0.003240347625374844, ""n"": 53.0}, ""strong_buy"": {""hit_rate"": 0.39622641509433965, ""mean_utility"": -0.005240347625374846, ""n"": 53.0}, ""strong_sell"": {""hit_rate"": 0.5660377358490566, ""mean_utility"": 0.003240347625374844, ""n"": 53.0}}, ""strong_buy"": {""buy"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 0.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 0.0}, ""sell"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 0.0}, ""strong_buy"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 0.0}, ""strong_sell"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 0.0}}, ""strong_sell"": {""buy"": {""hit_rate"": 0.2833333333333333, ""mean_utility"": -0.015693503620647507, ""n"": 60.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 60.0}, ""sell"": {""hit_rate"": 0.6666666666666666, ""mean_utility"": 0.013693503620647505, ""n"": 60.0}, ""strong_buy"": {""hit_rate"": 0.2833333333333333, ""mean_utility"": -0.015693503620647507, ""n"": 60.0}, ""strong_sell"": {""hit_rate"": 0.6666666666666666, ""mean_utility"": 0.013693503620647505, ""n"": 60.0}}}}"
ahp_topsis_prior,0,15,-80.0,50.0,60.0,80.0,"{""criteria"": [[0.0, 0.0, 0.0, 0.0, 0.9916666666666667], [0.09166703078684453, 1.1056023464540436, 0.000663651073876231, 0.0, 0.9583333333333334], [0.0, 0.0, 0.0, 0.0, 0.0], [0.21057241452180794, 1.4067012951927953, 0.012464398064792893, 1.0, 0.9083333333333333]], ""criteria_weights"": [0.45, 0.2, 0.2, 0.1, 0.05]}"
baseline_fixed,1,15,-50.0,-15.0,15.0,50.0,{}
threshold_optimized,1,15,-80.0,-60.0,-50.0,-30.0,{}
ridge_linear,1,15,-80.0,30.0,37.576385,49.764282,"{""feature_means"": {""momentum"": 25.86062132661629, ""oscillation"": -9.06801007556675, ""tendance"": 21.49454240134341, ""volume"": 43.07304785894207}, ""feature_stds"": {""momentum"": 95.59347904127294, ""oscillation"": 44.34489560138194, ""tendance"": 94.38358821872843, ""volume"": 83.48191277497071}}"
isotonic_calibrated,1,15,-80.0,30.0,50.0,60.0,"{""increasing"": true, ""x_thresholds"": [-100.0, -75.0, -50.0, -33.333333333333336, 66.66666666666667, 75.0, 100.0], ""y_thresholds"": [-0.01211944529916918, 0.007030844492404682, 0.007030844492404682, 0.022599166938638917, 0.022599166938638917, 0.024188509997978343, 0.024188509997978343]}"
topsis_category,1,15,-96.300974,-80.0,-50.0,-41.818276,"{""criteria"": [[0.06580804667021738, 0.8792583157432177, 0.009384311011781575, 0.0, 0.9370277078085643], [0.016029535344525916, 0.2101808708488892, 0.0023277089444913336, 0.0, 0.980688497061293], [0.017833709095428082, 0.24829249657754104, 0.0013147545256192474, 0.0, 0.20486985726280438], [0.0377418240732866, 0.47346684383272075, 0.006259347879657973, 0.0, 0.8824517212426533]], ""criteria_weights"": ""equal""}"
topsis_action,1,15,-50.0,-15.0,15.0,50.0,"{""bucket_action_stats"": {""buy"": {""buy"": {""hit_rate"": 0.6112469437652812, ""mean_utility"": 0.022206372654366355, ""n"": 409.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 409.0}, ""sell"": {""hit_rate"": 0.34963325183374083, ""mean_utility"": -0.024206372654366363, ""n"": 409.0}, ""strong_buy"": {""hit_rate"": 0.6112469437652812, ""mean_utility"": 0.022206372654366355, ""n"": 409.0}, ""strong_sell"": {""hit_rate"": 0.34963325183374083, ""mean_utility"": -0.024206372654366363, ""n"": 409.0}}, ""hold"": {""buy"": {""hit_rate"": 0.6164383561643836, ""mean_utility"": 0.019639355969483012, ""n"": 73.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 73.0}, ""sell"": {""hit_rate"": 0.3424657534246575, ""mean_utility"": -0.02163935596948301, ""n"": 73.0}, ""strong_buy"": {""hit_rate"": 0.6164383561643836, ""mean_utility"": 0.019639355969483012, ""n"": 73.0}, ""strong_sell"": {""hit_rate"": 0.3424657534246575, ""mean_utility"": -0.02163935596948301, ""n"": 73.0}}, ""sell"": {""buy"": {""hit_rate"": 0.6282051282051282, ""mean_utility"": 0.01615812398082065, ""n"": 234.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 234.0}, ""sell"": {""hit_rate"": 0.33760683760683763, ""mean_utility"": -0.018158123980820652, ""n"": 234.0}, ""strong_buy"": {""hit_rate"": 0.6282051282051282, ""mean_utility"": 0.01615812398082065, ""n"": 234.0}, ""strong_sell"": {""hit_rate"": 0.33760683760683763, ""mean_utility"": -0.018158123980820652, ""n"": 234.0}}, ""strong_buy"": {""buy"": {""hit_rate"": 0.5953757225433526, ""mean_utility"": 0.02208912251704957, ""n"": 346.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 346.0}, ""sell"": {""hit_rate"": 0.37283236994219654, ""mean_utility"": -0.024089122517049567, ""n"": 346.0}, ""strong_buy"": {""hit_rate"": 0.5953757225433526, ""mean_utility"": 0.02208912251704957, ""n"": 346.0}, ""strong_sell"": {""hit_rate"": 0.37283236994219654, ""mean_utility"": -0.024089122517049567, ""n"": 346.0}}, ""strong_sell"": {""buy"": {""hit_rate"": 0.5038759689922481, ""mean_utility"": 0.007457484597877511, ""n"": 129.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 129.0}, ""sell"": {""hit_rate"": 0.4496124031007752, ""mean_utility"": -0.009457484597877512, ""n"": 129.0}, ""strong_buy"": {""hit_rate"": 0.5038759689922481, ""mean_utility"": 0.007457484597877511, ""n"": 129.0}, ""strong_sell"": {""hit_rate"": 0.4496124031007752, ""mean_utility"": -0.009457484597877512, ""n"": 129.0}}}}"
ahp_topsis_prior,1,15,-95.345832,-80.0,-60.0,-50.0,"{""criteria"": [[0.06580804667021738, 0.8792583157432177, 0.009384311011781575, 0.0, 0.9370277078085643], [0.016029535344525916, 0.2101808708488892, 0.0023277089444913336, 0.0, 0.980688497061293], [0.017833709095428082, 0.24829249657754104, 0.0013147545256192474, 0.0, 0.20486985726280438], [0.0377418240732866, 0.47346684383272075, 0.006259347879657973, 0.0, 0.8824517212426533]], ""criteria_weights"": [0.45, 0.2, 0.2, 0.1, 0.05]}"
baseline_fixed,2,15,-50.0,-15.0,15.0,50.0,{}
threshold_optimized,2,15,-80.0,-75.0,-60.0,-50.0,{}
ridge_linear,2,15,-80.0,-30.0,15.0,20.015979,"{""feature_means"": {""momentum"": 12.909441233140655, ""oscillation"": -9.12010276172126, ""tendance"": 13.872832369942197, ""volume"": 22.12588310854207}, ""feature_stds"": {""momentum"": 98.0559925214827, ""oscillation"": 38.85396254087254, ""tendance"": 95.19727959825825, ""volume"": 90.89140840923562}}"
isotonic_calibrated,2,15,-50.0,-15.0,15.0,50.0,"{""increasing"": true, ""x_thresholds"": [-100.0, -75.0, -66.66666666666667, -50.0, -33.333333333333336, -25.0, 0.0, 100.0], ""y_thresholds"": [-0.015080992122775291, 0.002523202924412722, 0.009153384999658176, 0.010609863292030867, 0.012140178780601831, 0.012140178780601831, 0.013418214434708893, 0.013418214434708893]}"
topsis_category,2,15,-80.0,-60.0,-50.0,-40.519882,"{""criteria"": [[0.04190888984451263, 0.9818004536020902, 0.0056076483039237185, 1.0, 0.9254977520873474], [0.0014806829103482585, 0.031844605603360894, 0.0, 1.0, 0.9781631342324983], [0.056205653175601215, 1.3372221194898672, 0.0016842164997069795, 1.0, 0.15928066795118817], [0.022553850783958527, 0.49774424486527236, 0.003382964419382334, 0.0, 0.8750802825947335]], ""criteria_weights"": ""equal""}"
topsis_action,2,15,-50.0,-15.0,15.0,50.0,"{""bucket_action_stats"": {""buy"": {""buy"": {""hit_rate"": 0.5743801652892562, ""mean_utility"": 0.013227706698662947, ""n"": 968.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 968.0}, ""sell"": {""hit_rate"": 0.39359504132231404, ""mean_utility"": -0.015227706698662948, ""n"": 968.0}, ""strong_buy"": {""hit_rate"": 0.5743801652892562, ""mean_utility"": 0.013227706698662947, ""n"": 968.0}, ""strong_sell"": {""hit_rate"": 0.39359504132231404, ""mean_utility"": -0.015227706698662948, ""n"": 968.0}}, ""hold"": {""buy"": {""hit_rate"": 0.6359447004608295, ""mean_utility"": 0.016346817180532935, ""n"": 217.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 217.0}, ""sell"": {""hit_rate"": 0.3271889400921659, ""mean_utility"": -0.018346817180532937, ""n"": 217.0}, ""strong_buy"": {""hit_rate"": 0.6359447004608295, ""mean_utility"": 0.016346817180532935, ""n"": 217.0}, ""strong_sell"": {""hit_rate"": 0.3271889400921659, ""mean_utility"": -0.018346817180532937, ""n"": 217.0}}, ""sell"": {""buy"": {""hit_rate"": 0.5909878682842288, ""mean_utility"": 0.01069726251267921, ""n"": 577.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 577.0}, ""sell"": {""hit_rate"": 0.3778162911611785, ""mean_utility"": -0.012697262512679212, ""n"": 577.0}, ""strong_buy"": {""hit_rate"": 0.5909878682842288, ""mean_utility"": 0.01069726251267921, ""n"": 577.0}, ""strong_sell"": {""hit_rate"": 0.3778162911611785, ""mean_utility"": -0.012697262512679212, ""n"": 577.0}}, ""strong_buy"": {""buy"": {""hit_rate"": 0.5416666666666666, ""mean_utility"": 0.010287882003261842, ""n"": 768.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 768.0}, ""sell"": {""hit_rate"": 0.4322916666666667, ""mean_utility"": -0.012287882003261844, ""n"": 768.0}, ""strong_buy"": {""hit_rate"": 0.5416666666666666, ""mean_utility"": 0.010287882003261842, ""n"": 768.0}, ""strong_sell"": {""hit_rate"": 0.4322916666666667, ""mean_utility"": -0.012287882003261844, ""n"": 768.0}}, ""strong_sell"": {""buy"": {""hit_rate"": 0.4931506849315068, ""mean_utility"": 0.0014041938587497783, ""n"": 584.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 584.0}, ""sell"": {""hit_rate"": 0.4743150684931507, ""mean_utility"": -0.00340419385874978, ""n"": 584.0}, ""strong_buy"": {""hit_rate"": 0.4931506849315068, ""mean_utility"": 0.0014041938587497783, ""n"": 584.0}, ""strong_sell"": {""hit_rate"": 0.4743150684931507, ""mean_utility"": -0.00340419385874978, ""n"": 584.0}}}}"
ahp_topsis_prior,2,15,-80.0,-60.0,-50.477426,-50.0,"{""criteria"": [[0.04190888984451263, 0.9818004536020902, 0.0056076483039237185, 1.0, 0.9254977520873474], [0.0014806829103482585, 0.031844605603360894, 0.0, 1.0, 0.9781631342324983], [0.056205653175601215, 1.3372221194898672, 0.0016842164997069795, 1.0, 0.15928066795118817], [0.022553850783958527, 0.49774424486527236, 0.003382964419382334, 0.0, 0.8750802825947335]], ""criteria_weights"": [0.45, 0.2, 0.2, 0.1, 0.05]}"
baseline_fixed,3,15,-50.0,-15.0,15.0,50.0,{}
threshold_optimized,3,15,-80.0,-75.0,-66.666667,-60.0,{}
ridge_linear,3,15,-80.0,-30.0,30.0,50.0,"{""feature_means"": {""momentum"": 9.177679882525698, ""oscillation"": -7.31767009300049, ""tendance"": 10.79295154185022, ""volume"": 17.13166911404797}, ""feature_stds"": {""momentum"": 98.60236847619502, ""oscillation"": 35.15994383624094, ""tendance"": 95.28023797543231, ""volume"": 90.41263859832034}}"
isotonic_calibrated,3,15,-50.0,-15.0,15.0,50.0,"{""increasing"": true, ""x_thresholds"": [-100.0, -75.0, -66.66666666666667, 0.0, 25.0, 100.0], ""y_thresholds"": [-0.012708650553341735, 0.0002884124989256803, 0.007321505011090948, 0.007321505011090948, 0.011118599898673158, 0.011118599898673158]}"
topsis_category,3,15,-85.861156,-80.0,-72.425108,-60.0,"{""criteria"": [[0.07209024972085012, 1.9294187632758593, 0.007216336701269208, 1.0, 0.9194811551639746], [0.01158144903259904, 0.2879633274198813, 0.0027968042749928037, 0.0, 0.9806656877141459], [0.022099643919117062, 0.5994220985179468, 0.0008462885734668649, 1.0, 0.12897699461576115], [0.06275626105228761, 1.5536656933864053, 0.005560244126189397, 1.0, 0.846793930494371]], ""criteria_weights"": ""equal""}"
topsis_action,3,15,-50.0,-15.0,15.0,50.0,"{""bucket_action_stats"": {""buy"": {""buy"": {""hit_rate"": 0.5668402777777778, ""mean_utility"": 0.011673795193766875, ""n"": 1152.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 1152.0}, ""sell"": {""hit_rate"": 0.3984375, ""mean_utility"": -0.013673795193766877, ""n"": 1152.0}, ""strong_buy"": {""hit_rate"": 0.5668402777777778, ""mean_utility"": 0.011673795193766875, ""n"": 1152.0}, ""strong_sell"": {""hit_rate"": 0.3984375, ""mean_utility"": -0.013673795193766877, ""n"": 1152.0}}, ""hold"": {""buy"": {""hit_rate"": 0.5043227665706052, ""mean_utility"": 0.0036109284039179323, ""n"": 347.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 347.0}, ""sell"": {""hit_rate"": 0.4610951008645533, ""mean_utility"": -0.005610928403917932, ""n"": 347.0}, ""strong_buy"": {""hit_rate"": 0.5043227665706052, ""mean_utility"": 0.0036109284039179323, ""n"": 347.0}, ""strong_sell"": {""hit_rate"": 0.4610951008645533, ""mean_utility"": -0.005610928403917932, ""n"": 347.0}}, ""sell"": {""buy"": {""hit_rate"": 0.5557122708039492, ""mean_utility"": 0.0073381468440510125, ""n"": 709.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 709.0}, ""sell"": {""hit_rate"": 0.41748942172073344, ""mean_utility"": -0.009338146844051013, ""n"": 709.0}, ""strong_buy"": {""hit_rate"": 0.5557122708039492, ""mean_utility"": 0.0073381468440510125, ""n"": 709.0}, ""strong_sell"": {""hit_rate"": 0.41748942172073344, ""mean_utility"": -0.009338146844051013, ""n"": 709.0}}, ""strong_buy"": {""buy"": {""hit_rate"": 0.5287128712871287, ""mean_utility"": 0.008344753383873202, ""n"": 1010.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 1010.0}, ""sell"": {""hit_rate"": 0.44455445544554456, ""mean_utility"": -0.010344753383873202, ""n"": 1010.0}, ""strong_buy"": {""hit_rate"": 0.5287128712871287, ""mean_utility"": 0.008344753383873202, ""n"": 1010.0}, ""strong_sell"": {""hit_rate"": 0.44455445544554456, ""mean_utility"": -0.010344753383873202, ""n"": 1010.0}}, ""strong_sell"": {""buy"": {""hit_rate"": 0.46543778801843316, ""mean_utility"": -0.0002648371746399859, ""n"": 868.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 868.0}, ""sell"": {""hit_rate"": 0.5057603686635944, ""mean_utility"": -0.001735162825360016, ""n"": 868.0}, ""strong_buy"": {""hit_rate"": 0.46543778801843316, ""mean_utility"": -0.0002648371746399859, ""n"": 868.0}, ""strong_sell"": {""hit_rate"": 0.5057603686635944, ""mean_utility"": -0.001735162825360016, ""n"": 868.0}}}}"
ahp_topsis_prior,3,15,-89.956711,-83.882484,-80.0,-60.0,"{""criteria"": [[0.07209024972085012, 1.9294187632758593, 0.007216336701269208, 1.0, 0.9194811551639746], [0.01158144903259904, 0.2879633274198813, 0.0027968042749928037, 0.0, 0.9806656877141459], [0.022099643919117062, 0.5994220985179468, 0.0008462885734668649, 1.0, 0.12897699461576115], [0.06275626105228761, 1.5536656933864053, 0.005560244126189397, 1.0, 0.846793930494371]], ""criteria_weights"": [0.45, 0.2, 0.2, 0.1, 0.05]}"
baseline_fixed,4,15,-50.0,-15.0,15.0,50.0,{}
threshold_optimized,4,15,-80.0,-75.0,-66.666667,-60.0,{}
ridge_linear,4,15,-80.0,-30.0,50.0,51.209211,"{""feature_means"": {""momentum"": 9.693877551020408, ""oscillation"": -5.850340136054422, ""tendance"": 12.806122448979592, ""volume"": 21.30952380952381}, ""feature_stds"": {""momentum"": 98.30835233786784, ""oscillation"": 33.29610582560089, ""tendance"": 95.05252663479534, ""volume"": 91.3428882980519}}"
isotonic_calibrated,4,15,-50.0,-15.0,15.0,50.0,"{""increasing"": true, ""x_thresholds"": [-100.0, -75.0, -66.66666666666667, 0.0, 25.0, 100.0], ""y_thresholds"": [-0.03900720065073258, 0.00043700931414089226, 0.004521230680370799, 0.004521230680370799, 0.007747879527575545, 0.007747879527575545]}"
topsis_category,4,15,-99.0,-80.0,-50.0,-46.323429,"{""criteria"": [[0.06780782391991377, 2.1431944195493067, 0.006728275354109145, 1.0, 0.9198979591836735], [0.021245271778420286, 0.6395567386919679, 0.0033272639285936295, 0.0, 0.9758503401360544], [0.01167679252948432, 0.4041627155239853, 0.0005104957067554048, 0.0, 0.11428571428571428], [0.03707858673669489, 1.1207191413219966, 0.00044340321710757604, 1.0, 0.8797619047619047]], ""criteria_weights"": ""equal""}"
topsis_action,4,15,-50.0,-15.0,15.0,50.0,"{""bucket_action_stats"": {""buy"": {""buy"": {""hit_rate"": 0.5589519650655022, ""mean_utility"": 0.008550824597096636, ""n"": 1603.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 1603.0}, ""sell"": {""hit_rate"": 0.40736119775421087, ""mean_utility"": -0.010550824597096638, ""n"": 1603.0}, ""strong_buy"": {""hit_rate"": 0.5589519650655022, ""mean_utility"": 0.008550824597096636, ""n"": 1603.0}, ""strong_sell"": {""hit_rate"": 0.40736119775421087, ""mean_utility"": -0.010550824597096638, ""n"": 1603.0}}, ""hold"": {""buy"": {""hit_rate"": 0.5033557046979866, ""mean_utility"": 0.0008413937394626475, ""n"": 447.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 447.0}, ""sell"": {""hit_rate"": 0.4608501118568233, ""mean_utility"": -0.0028413937394626467, ""n"": 447.0}, ""strong_buy"": {""hit_rate"": 0.5033557046979866, ""mean_utility"": 0.0008413937394626475, ""n"": 447.0}, ""strong_sell"": {""hit_rate"": 0.4608501118568233, ""mean_utility"": -0.0028413937394626467, ""n"": 447.0}}, ""sell"": {""buy"": {""hit_rate"": 0.5484790874524715, ""mean_utility"": 0.004106043644625346, ""n"": 1052.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 1052.0}, ""sell"": {""hit_rate"": 0.42490494296577946, ""mean_utility"": -0.006106043644625349, ""n"": 1052.0}, ""strong_buy"": {""hit_rate"": 0.5484790874524715, ""mean_utility"": 0.004106043644625346, ""n"": 1052.0}, ""strong_sell"": {""hit_rate"": 0.42490494296577946, ""mean_utility"": -0.006106043644625349, ""n"": 1052.0}}, ""strong_buy"": {""buy"": {""hit_rate"": 0.5366771159874608, ""mean_utility"": 0.004935891473379715, ""n"": 1595.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 1595.0}, ""sell"": {""hit_rate"": 0.43824451410658305, ""mean_utility"": -0.006935891473379716, ""n"": 1595.0}, ""strong_buy"": {""hit_rate"": 0.5366771159874608, ""mean_utility"": 0.004935891473379715, ""n"": 1595.0}, ""strong_sell"": {""hit_rate"": 0.43824451410658305, ""mean_utility"": -0.006935891473379716, ""n"": 1595.0}}, ""strong_sell"": {""buy"": {""hit_rate"": 0.4818258664412511, ""mean_utility"": -0.0013958888249316446, ""n"": 1183.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 1183.0}, ""sell"": {""hit_rate"": 0.48520710059171596, ""mean_utility"": -0.0006041111750683569, ""n"": 1183.0}, ""strong_buy"": {""hit_rate"": 0.4818258664412511, ""mean_utility"": -0.0013958888249316446, ""n"": 1183.0}, ""strong_sell"": {""hit_rate"": 0.48520710059171596, ""mean_utility"": -0.0006041111750683569, ""n"": 1183.0}}}}"
ahp_topsis_prior,4,15,-99.0,-84.927927,-60.0,-50.0,"{""criteria"": [[0.06780782391991377, 2.1431944195493067, 0.006728275354109145, 1.0, 0.9198979591836735], [0.021245271778420286, 0.6395567386919679, 0.0033272639285936295, 0.0, 0.9758503401360544], [0.01167679252948432, 0.4041627155239853, 0.0005104957067554048, 0.0, 0.11428571428571428], [0.03707858673669489, 1.1207191413219966, 0.00044340321710757604, 1.0, 0.8797619047619047]], ""criteria_weights"": [0.45, 0.2, 0.2, 0.1, 0.05]}"
baseline_fixed,0,21,-50.0,-15.0,15.0,50.0,{}
threshold_optimized,0,21,-80.0,-60.0,-50.0,-30.0,{}
ridge_linear,0,21,-99.0,-50.0,-30.0,-24.531481,"{""feature_means"": {""momentum"": -82.5, ""oscillation"": 0.0, ""tendance"": -99.16666666666667, ""volume"": -2.5}, ""feature_stds"": {""momentum"": 52.698039179207925, ""oscillation"": 1.0, ""tendance"": 9.090593428863096, ""volume"": 95.2737284529861}}"
isotonic_calibrated,0,21,-99.0,-80.0,-60.0,-50.0,"{""increasing"": true, ""x_thresholds"": [-100.0, -75.0, -66.66666666666667, -50.0, -25.0, 25.0], ""y_thresholds"": [-0.033165426209661265, -0.02476712307640494, -0.02330562651224308, -0.02330562651224308, -0.008393994392270792, -0.008393994392270792]}"
topsis_category,0,21,-80.0,30.0,50.0,60.0,"{""criteria"": [[0.0, 0.0, 0.0, 0.0, 0.9916666666666667], [0.09783138176598187, 1.2151926849272001, 0.0005488856077750827, 0.0, 0.9583333333333334], [0.0, 0.0, 0.0, 0.0, 0.0], [0.27916595523088683, 2.33656902271586, 0.01934226966374104, 1.0, 0.9083333333333333]], ""criteria_weights"": ""equal""}"
topsis_action,0,21,-50.0,-15.0,15.0,50.0,"{""bucket_action_stats"": {""buy"": {""buy"": {""hit_rate"": 0.0, ""mean_utility"": -0.017579549859418543, ""n"": 5.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 5.0}, ""sell"": {""hit_rate"": 0.8, ""mean_utility"": 0.01557954985941854, ""n"": 5.0}, ""strong_buy"": {""hit_rate"": 0.0, ""mean_utility"": -0.017579549859418543, ""n"": 5.0}, ""strong_sell"": {""hit_rate"": 0.8, ""mean_utility"": 0.01557954985941854, ""n"": 5.0}}, ""hold"": {""buy"": {""hit_rate"": 0.0, ""mean_utility"": -0.03857439803173113, ""n"": 2.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 2.0}, ""sell"": {""hit_rate"": 1.0, ""mean_utility"": 0.036574398031731126, ""n"": 2.0}, ""strong_buy"": {""hit_rate"": 0.0, ""mean_utility"": -0.03857439803173113, ""n"": 2.0}, ""strong_sell"": {""hit_rate"": 1.0, ""mean_utility"": 0.036574398031731126, ""n"": 2.0}}, ""sell"": {""buy"": {""hit_rate"": 0.37735849056603776, ""mean_utility"": -0.00956341533734852, ""n"": 53.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 53.0}, ""sell"": {""hit_rate"": 0.6226415094339622, ""mean_utility"": 0.007563415337348517, ""n"": 53.0}, ""strong_buy"": {""hit_rate"": 0.37735849056603776, ""mean_utility"": -0.00956341533734852, ""n"": 53.0}, ""strong_sell"": {""hit_rate"": 0.6226415094339622, ""mean_utility"": 0.007563415337348517, ""n"": 53.0}}, ""strong_buy"": {""buy"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 0.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 0.0}, ""sell"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 0.0}, ""strong_buy"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 0.0}, ""strong_sell"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 0.0}}, ""strong_sell"": {""buy"": {""hit_rate"": 0.23333333333333334, ""mean_utility"": -0.025254890748989452, ""n"": 60.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 60.0}, ""sell"": {""hit_rate"": 0.75, ""mean_utility"": 0.023254890748989444, ""n"": 60.0}, ""strong_buy"": {""hit_rate"": 0.23333333333333334, ""mean_utility"": -0.025254890748989452, ""n"": 60.0}, ""strong_sell"": {""hit_rate"": 0.75, ""mean_utility"": 0.023254890748989444, ""n"": 60.0}}}}"
ahp_topsis_prior,0,21,-80.0,50.0,60.0,80.0,"{""criteria"": [[0.0, 0.0, 0.0, 0.0, 0.9916666666666667], [0.09783138176598187, 1.2151926849272001, 0.0005488856077750827, 0.0, 0.9583333333333334], [0.0, 0.0, 0.0, 0.0, 0.0], [0.27916595523088683, 2.33656902271586, 0.01934226966374104, 1.0, 0.9083333333333333]], ""criteria_weights"": [0.45, 0.2, 0.2, 0.1, 0.05]}"
baseline_fixed,1,21,-50.0,-15.0,15.0,50.0,{}
threshold_optimized,1,21,-80.0,-60.0,-50.0,-30.0,{}
ridge_linear,1,21,-80.0,15.0,30.0,47.750607,"{""feature_means"": {""momentum"": 26.49789029535865, ""oscillation"": -9.367088607594937, ""tendance"": 21.940928270042193, ""volume"": 43.54430379746835}, ""feature_stds"": {""momentum"": 95.41367293470532, ""oscillation"": 44.11363650028264, ""tendance"": 94.26390759057148, ""volume"": 83.35331705057615}}"
